person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,debt_to_income_ratio,age_group
24,37200,RENT,8.0,DEBTCONSOLIDATION,A,7200,7.9,0,0.19,N,4,Low,0.1935483870967742,18-25
25,39000,RENT,6.0,EDUCATION,D,16000,15.65,1,0.41,N,2,Low,0.41025641025641024,18-25
23,49000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,2400,7.66,0,0.05,N,3,Medium,0.04897959183673469,18-25
23,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,11.89,0,0.07,N,4,High,0.06666666666666667,18-25
24,98000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,13200,15.28,1,0.13,Y,3,High,0.1346938775510204,18-25
24,102000,MORTGAGE,6.0,VENTURE,B,9800,10.36,0,0.1,N,4,High,0.09607843137254903,18-25
22,26400,MORTGAGE,2.0,VENTURE,B,4400,11.49,0,0.17,N,3,Low,0.16666666666666666,18-25
24,70000,RENT,2.0,EDUCATION,B,13000,10.0,0,0.19,N,2,Medium,0.18571428571428572,18-25
26,53826,MORTGAGE,10.0,HOMEIMPROVEMENT,C,8500,14.79,1,0.16,N,2,Medium,0.1579162486530673,26-35
23,120000,MORTGAGE,5.0,VENTURE,B,6000,9.99,0,0.05,N,3,High,0.05,18-25
22,49000,MORTGAGE,6.0,VENTURE,A,2400,5.79,0,0.05,N,3,Medium,0.04897959183673469,18-25
25,19200,RENT,5.0,HOMEIMPROVEMENT,B,4000,10.99,1,0.21,N,3,Low,0.20833333333333334,18-25
24,96000,RENT,6.0,VENTURE,B,7000,9.91,0,0.07,N,3,High,0.07291666666666667,18-25
25,31000,RENT,2.0,DEBTCONSOLIDATION,A,1800,8.32,0,0.06,N,2,Low,0.05806451612903226,18-25
24,100000,RENT,6.0,VENTURE,A,11000,5.42,0,0.11,N,2,High,0.11,18-25
23,40000,RENT,1.0,VENTURE,B,15000,11.71,1,0.38,N,3,Medium,0.375,18-25
23,70000,MORTGAGE,5.0,PERSONAL,B,20000,12.21,0,0.29,N,2,Medium,0.2857142857142857,18-25
23,100000,MORTGAGE,7.0,PERSONAL,B,10000,10.59,0,0.1,N,4,High,0.1,18-25
23,78300,MORTGAGE,0.0,PERSONAL,E,15000,16.82,0,0.19,Y,3,Medium,0.19157088122605365,18-25
26,45000,RENT,3.0,MEDICAL,A,6000,7.49,0,0.13,N,3,Medium,0.13333333333333333,26-35
24,85000,MORTGAGE,2.0,EDUCATION,C,7500,13.99,0,0.09,Y,4,Medium,0.08823529411764706,18-25
26,45000,MORTGAGE,9.0,PERSONAL,D,10000,16.89,0,0.22,N,3,Medium,0.2222222222222222,26-35
25,109000,MORTGAGE,5.0,PERSONAL,B,15000,10.25,0,0.14,N,2,High,0.13761467889908258,18-25
22,36000,RENT,6.0,EDUCATION,B,4000,10.99,0,0.11,N,2,Low,0.1111111111111111,18-25
26,31836,RENT,1.0,EDUCATION,C,6400,14.35,0,0.2,N,4,Low,0.201030280185953,26-35
22,54000,RENT,2.0,MEDICAL,D,7000,14.96,1,0.13,Y,2,Medium,0.12962962962962962,18-25
23,73426,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7500,13.48,0,0.1,Y,2,Medium,0.10214365483616157,18-25
24,66300,RENT,4.0,MEDICAL,D,30000,15.31,1,0.38,N,3,Medium,0.45248868778280543,18-25
25,49963,MORTGAGE,9.0,MEDICAL,B,2100,11.49,1,0.04,N,3,Medium,0.04203110301623201,18-25
22,60350,RENT,1.0,MEDICAL,D,25000,15.95,1,0.35,N,4,Medium,0.4142502071251036,18-25
22,60000,MORTGAGE,6.0,EDUCATION,A,11200,5.79,0,0.19,N,4,Medium,0.18666666666666668,18-25
25,50000,MORTGAGE,0.0,VENTURE,A,2600,6.03,0,0.05,N,3,Medium,0.052,18-25
24,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,8500,10.59,0,0.14,N,4,Medium,0.14166666666666666,18-25
24,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.16,N,3,High,0.15789473684210525,18-25
22,60000,MORTGAGE,6.0,MEDICAL,A,6125,6.17,0,0.1,N,2,Medium,0.10208333333333333,18-25
24,75000,RENT,4.0,VENTURE,A,10000,6.62,0,0.13,N,2,Medium,0.13333333333333333,18-25
22,75000,MORTGAGE,4.0,VENTURE,A,9000,6.99,0,0.12,N,3,Medium,0.12,18-25
24,54000,RENT,6.0,DEBTCONSOLIDATION,A,5500,8.07,0,0.1,N,3,Medium,0.10185185185185185,18-25
25,102000,MORTGAGE,4.0,MEDICAL,B,25000,10.99,1,0.21,N,2,High,0.24509803921568626,18-25
22,61000,MORTGAGE,6.0,MEDICAL,C,12000,13.49,0,0.2,N,4,Medium,0.19672131147540983,18-25
23,44000,MORTGAGE,0.0,VENTURE,A,5500,6.17,0,0.13,N,4,Medium,0.125,18-25
25,105000,MORTGAGE,6.0,VENTURE,D,6500,13.87,0,0.06,Y,3,High,0.06190476190476191,18-25
22,72000,OWN,1.0,VENTURE,B,15000,10.25,0,0.21,N,4,Medium,0.20833333333333334,18-25
24,30000,RENT,8.0,MEDICAL,B,8000,9.25,0,0.27,N,2,Low,0.26666666666666666,18-25
24,29000,RENT,4.0,MEDICAL,D,14400,15.7,1,0.5,N,4,Low,0.496551724137931,18-25
23,21360,RENT,0.0,MEDICAL,A,7500,7.14,1,0.35,N,4,Low,0.351123595505618,18-25
26,36000,RENT,4.0,MEDICAL,A,5400,8.9,0,0.15,N,4,Low,0.15,26-35
25,75600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,14500,9.63,0,0.19,N,3,Medium,0.1917989417989418,18-25
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,2,High,0.23148148148148148,26-35
25,49600,RENT,9.0,MEDICAL,A,12000,7.14,0,0.24,N,3,Medium,0.24193548387096775,18-25
23,43949,RENT,7.0,MEDICAL,B,3000,11.49,0,0.07,N,2,Medium,0.06826093881544518,18-25
24,60000,RENT,4.0,EDUCATION,A,12000,8.9,0,0.2,N,3,Medium,0.2,18-25
23,38004,RENT,2.0,EDUCATION,A,4500,7.88,0,0.12,N,3,Low,0.11840858856962425,18-25
23,70000,RENT,1.0,MEDICAL,B,17000,8.88,0,0.24,N,4,Medium,0.24285714285714285,18-25
22,48000,MORTGAGE,6.0,MEDICAL,A,5000,7.88,0,0.1,N,2,Medium,0.10416666666666667,18-25
23,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.17,N,3,Medium,0.16666666666666666,18-25
22,34500,RENT,2.0,DEBTCONSOLIDATION,D,5000,16.89,1,0.14,Y,2,Low,0.14492753623188406,18-25
24,120000,MORTGAGE,0.0,PERSONAL,A,16000,9.63,0,0.13,N,2,High,0.13333333333333333,18-25
24,80400,MORTGAGE,5.0,PERSONAL,A,12000,5.79,0,0.15,N,2,Medium,0.14925373134328357,18-25
25,27600,RENT,4.0,HOMEIMPROVEMENT,B,3500,10.99,1,0.13,N,4,Low,0.12681159420289856,18-25
23,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,F,13750,18.43,1,0.28,N,3,Medium,0.275,18-25
22,35000,RENT,1.0,EDUCATION,C,2400,13.48,0,0.07,Y,4,Low,0.06857142857142857,18-25
23,126000,RENT,0.0,MEDICAL,C,8000,13.23,0,0.06,N,2,High,0.06349206349206349,18-25
21,20004,RENT,2.0,DEBTCONSOLIDATION,B,3000,10.37,0,0.15,N,4,Low,0.14997000599880023,18-25
22,160000,RENT,6.0,PERSONAL,A,20000,7.49,0,0.13,N,3,High,0.125,18-25
22,46000,RENT,3.0,PERSONAL,B,12000,11.71,0,0.26,N,4,Medium,0.2608695652173913,18-25
26,40000,OWN,0.0,EDUCATION,B,15000,9.64,0,0.38,N,4,Medium,0.375,26-35
25,40000,RENT,9.0,EDUCATION,D,5600,14.61,0,0.14,N,2,Medium,0.14,18-25
23,75800,RENT,0.0,EDUCATION,A,7000,6.54,0,0.09,N,4,Medium,0.09234828496042216,18-25
22,43000,RENT,5.0,VENTURE,B,2400,10.99,0,0.06,N,3,Medium,0.05581395348837209,18-25
26,60000,RENT,0.0,VENTURE,A,5000,7.14,0,0.08,N,2,Medium,0.08333333333333333,26-35
25,30000,RENT,9.0,VENTURE,D,9000,17.58,0,0.3,N,2,Low,0.3,18-25
22,52000,RENT,1.0,MEDICAL,A,5000,6.99,0,0.1,N,2,Medium,0.09615384615384616,18-25
22,100000,MORTGAGE,6.0,EDUCATION,B,3000,11.49,0,0.03,N,4,High,0.03,18-25
25,90000,MORTGAGE,9.0,VENTURE,A,20000,6.54,0,0.22,N,3,High,0.2222222222222222,18-25
24,46500,RENT,2.0,VENTURE,C,8000,15.23,1,0.17,N,2,Medium,0.17204301075268819,18-25
25,145000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.17,N,3,High,0.1724137931034483,18-25
21,200000,MORTGAGE,5.0,EDUCATION,C,16000,14.65,0,0.08,N,2,High,0.08,18-25
25,79000,MORTGAGE,0.0,PERSONAL,A,9000,6.76,0,0.11,N,4,Medium,0.11392405063291139,18-25
24,120000,MORTGAGE,1.0,EDUCATION,D,25000,13.99,0,0.21,N,4,High,0.20833333333333334,18-25
24,47000,RENT,8.0,VENTURE,A,7000,6.62,0,0.15,N,4,Medium,0.14893617021276595,18-25
26,50000,RENT,0.0,HOMEIMPROVEMENT,B,13000,10.99,0,0.26,N,4,Medium,0.26,26-35
22,37200,RENT,6.0,MEDICAL,B,10000,10.99,1,0.27,N,3,Low,0.26881720430107525,18-25
23,47000,MORTGAGE,7.0,EDUCATION,C,13850,12.68,0,0.29,Y,2,Medium,0.2946808510638298,18-25
24,72000,RENT,8.0,MEDICAL,A,14000,7.9,0,0.19,N,2,Medium,0.19444444444444445,18-25
23,45000,MORTGAGE,4.0,VENTURE,C,8650,14.27,0,0.19,N,3,Medium,0.1922222222222222,18-25
25,61200,MORTGAGE,1.0,PERSONAL,A,5650,7.66,0,0.09,N,2,Medium,0.0923202614379085,18-25
25,34000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10000,11.26,0,0.29,N,3,Low,0.29411764705882354,18-25
23,22800,RENT,5.0,DEBTCONSOLIDATION,A,1775,6.99,0,0.08,N,2,Low,0.07785087719298246,18-25
23,28000,RENT,0.0,MEDICAL,A,6000,9.63,0,0.21,N,4,Low,0.21428571428571427,18-25
24,45000,RENT,0.0,EDUCATION,D,4000,15.99,1,0.09,Y,3,Medium,0.08888888888888889,18-25
24,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.57,Y,3,Medium,0.5681818181818182,18-25
21,40800,RENT,3.0,MEDICAL,D,12000,15.21,1,0.29,N,2,Medium,0.29411764705882354,18-25
26,75000,MORTGAGE,4.0,EDUCATION,A,12000,6.92,0,0.16,N,4,Medium,0.16,26-35
23,33195,RENT,5.0,MEDICAL,B,1800,11.99,0,0.05,N,3,Low,0.05422503389064618,18-25
26,90000,RENT,0.0,PERSONAL,B,5525,11.36,0,0.06,N,4,High,0.06138888888888889,26-35
25,24996,RENT,3.0,DEBTCONSOLIDATION,C,7500,12.98,0,0.3,N,2,Low,0.300048007681229,18-25
23,74800,RENT,1.0,MEDICAL,E,20000,17.04,1,0.23,Y,3,Medium,0.26737967914438504,18-25
23,168600,RENT,3.0,MEDICAL,B,20000,11.58,0,0.12,N,4,High,0.11862396204033215,18-25
24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,N,4,Medium,0.23255813953488372,18-25
25,28128,RENT,2.0,VENTURE,D,7500,15.33,1,0.27,N,3,Low,0.2666382252559727,18-25
24,64151,RENT,0.0,EDUCATION,B,5000,11.86,0,0.08,N,4,Medium,0.07794110769902261,18-25
24,44000,RENT,0.0,PERSONAL,A,2000,8.0,1,0.05,N,3,Medium,0.045454545454545456,18-25
25,306000,RENT,2.0,PERSONAL,C,24250,13.85,0,0.08,N,4,High,0.07924836601307189,18-25
23,49000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,5000,15.21,1,0.1,Y,3,Medium,0.10204081632653061,18-25
23,91000,MORTGAGE,3.0,EDUCATION,B,12000,10.99,0,0.13,N,4,High,0.13186813186813187,18-25
26,53000,RENT,4.0,VENTURE,B,6800,9.91,0,0.13,N,3,Medium,0.12830188679245283,26-35
25,49200,MORTGAGE,2.0,EDUCATION,B,6000,10.0,0,0.12,N,4,Medium,0.12195121951219512,18-25
23,38000,MORTGAGE,5.0,MEDICAL,A,5400,7.9,0,0.14,N,4,Low,0.14210526315789473,18-25
22,54000,RENT,5.0,HOMEIMPROVEMENT,D,3200,16.49,1,0.06,N,2,Medium,0.05925925925925926,18-25
23,75000,RENT,1.0,MEDICAL,A,6000,6.03,0,0.08,N,3,Medium,0.08,18-25
26,120000,RENT,10.0,DEBTCONSOLIDATION,B,6000,9.88,0,0.05,N,4,High,0.05,26-35
23,100000,MORTGAGE,0.0,EDUCATION,A,11000,8.49,0,0.11,N,3,High,0.11,18-25
23,106000,MORTGAGE,7.0,EDUCATION,A,10000,7.14,0,0.09,N,3,High,0.09433962264150944,18-25
24,57000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,2400,12.69,0,0.04,N,4,Medium,0.042105263157894736,18-25
21,28800,RENT,5.0,DEBTCONSOLIDATION,B,8000,9.88,0,0.28,N,2,Low,0.2777777777777778,18-25
24,50400,RENT,8.0,DEBTCONSOLIDATION,A,1500,7.49,0,0.03,N,2,Medium,0.02976190476190476,18-25
23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,2,Medium,0.33783783783783783,18-25
25,54000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5100,9.62,0,0.09,N,4,Medium,0.09444444444444444,18-25
25,59000,OWN,6.0,MEDICAL,A,5000,6.17,0,0.08,N,2,Medium,0.0847457627118644,18-25
24,40000,OWN,7.0,VENTURE,C,2000,12.53,0,0.05,N,4,Medium,0.05,18-25
23,75000,MORTGAGE,7.0,VENTURE,A,10200,6.03,0,0.14,N,3,Medium,0.136,18-25
25,40000,RENT,1.0,VENTURE,B,6500,11.89,0,0.16,N,3,Medium,0.1625,18-25
26,53000,OWN,2.0,VENTURE,B,2500,9.91,0,0.05,N,2,Medium,0.04716981132075472,26-35
22,24000,OWN,4.0,PERSONAL,C,4750,13.48,0,0.2,Y,3,Low,0.19791666666666666,18-25
22,24000,RENT,3.0,PERSONAL,C,1000,12.84,0,0.04,Y,3,Low,0.041666666666666664,18-25
23,80796,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.06,N,2,Medium,0.061884251695628494,18-25
23,30000,RENT,3.0,EDUCATION,B,6000,11.71,0,0.2,N,3,Low,0.2,18-25
25,49000,RENT,1.0,PERSONAL,D,12000,13.49,1,0.24,N,4,Medium,0.24489795918367346,18-25
22,46000,RENT,3.0,DEBTCONSOLIDATION,B,11000,10.59,0,0.24,N,2,Medium,0.2391304347826087,18-25
25,46000,RENT,9.0,PERSONAL,A,7000,8.49,0,0.15,N,2,Medium,0.15217391304347827,18-25
26,32500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3000,13.22,0,0.09,Y,3,Low,0.09230769230769231,26-35
24,73440,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7000,6.99,0,0.1,N,4,Medium,0.09531590413943355,18-25
26,120000,MORTGAGE,5.0,VENTURE,B,13000,10.99,0,0.11,N,2,High,0.10833333333333334,26-35
25,66420,MORTGAGE,1.0,EDUCATION,B,4000,12.18,0,0.06,N,2,Medium,0.06022282445046673,18-25
22,75000,RENT,2.0,DEBTCONSOLIDATION,B,21000,10.0,0,0.28,N,4,Medium,0.28,18-25
21,20000,RENT,2.0,MEDICAL,C,2500,13.79,0,0.13,Y,4,Low,0.125,18-25
24,35000,RENT,1.0,MEDICAL,B,10000,10.99,0,0.29,N,2,Low,0.2857142857142857,18-25
22,50000,MORTGAGE,6.0,VENTURE,C,10000,13.48,0,0.2,Y,3,Medium,0.2,18-25
24,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,8000,5.42,0,0.14,N,4,Medium,0.14035087719298245,18-25
22,30000,RENT,0.0,PERSONAL,B,5000,11.49,0,0.17,N,4,Low,0.16666666666666666,18-25
24,52000,MORTGAGE,8.0,VENTURE,B,15000,10.0,0,0.29,N,4,Medium,0.28846153846153844,18-25
26,89000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.09,N,3,Medium,0.0898876404494382,26-35
22,48000,RENT,6.0,DEBTCONSOLIDATION,A,16500,8.9,1,0.34,N,3,Medium,0.34375,18-25
25,70000,RENT,8.0,VENTURE,D,15000,14.42,0,0.21,Y,2,Medium,0.21428571428571427,18-25
24,98004,RENT,0.0,VENTURE,D,16000,16.32,1,0.16,Y,4,High,0.16325864250438757,18-25
23,55000,MORTGAGE,4.0,VENTURE,A,8000,7.49,0,0.15,N,2,Medium,0.14545454545454545,18-25
23,35976,RENT,3.0,VENTURE,B,15000,10.25,1,0.42,N,3,Low,0.41694462975316876,18-25
24,62900,RENT,1.0,MEDICAL,D,16800,15.65,1,0.23,N,4,Medium,0.2670906200317965,18-25
24,72000,MORTGAGE,8.0,PERSONAL,A,5000,6.03,0,0.07,N,4,Medium,0.06944444444444445,18-25
24,47000,MORTGAGE,3.0,MEDICAL,B,12000,12.21,0,0.26,N,3,Medium,0.2553191489361702,18-25
24,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3000,13.47,0,0.06,N,3,Medium,0.06,18-25
25,27096,RENT,7.0,EDUCATION,A,5000,7.9,1,0.18,N,3,Low,0.18452908178328906,18-25
23,72000,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.85,0,0.14,N,3,Medium,0.1388888888888889,18-25
22,57564,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21000,11.48,0,0.36,N,3,Medium,0.36481134042109653,18-25
24,24996,RENT,0.0,EDUCATION,B,4000,9.45,0,0.16,N,2,Low,0.16002560409665548,18-25
23,54000,RENT,1.0,VENTURE,B,20000,11.83,1,0.37,N,2,Medium,0.37037037037037035,18-25
25,38400,RENT,5.0,MEDICAL,B,2200,12.69,0,0.06,N,3,Low,0.057291666666666664,18-25
25,72000,MORTGAGE,7.0,MEDICAL,B,25000,11.89,0,0.35,N,2,Medium,0.3472222222222222,18-25
22,67807,MORTGAGE,6.0,EDUCATION,A,6400,7.14,0,0.09,N,3,Medium,0.09438553541669739,18-25
23,12000,RENT,0.0,EDUCATION,A,2100,8.94,1,0.17,N,2,Low,0.175,18-25
24,115154,RENT,8.0,DEBTCONSOLIDATION,C,3000,14.27,0,0.03,Y,2,High,0.026052069402712888,18-25
23,59000,RENT,8.0,VENTURE,B,17000,10.25,0,0.29,N,4,Medium,0.288135593220339,18-25
23,60000,RENT,7.0,DEBTCONSOLIDATION,B,25000,10.25,1,0.42,N,2,Medium,0.4166666666666667,18-25
22,48000,RENT,3.0,MEDICAL,A,13000,7.88,1,0.27,N,2,Medium,0.2708333333333333,18-25
22,39996,RENT,3.0,VENTURE,A,11000,5.79,0,0.28,N,2,Low,0.27502750275027504,18-25
22,54996,RENT,6.0,EDUCATION,C,2500,14.35,0,0.05,Y,4,Medium,0.04545785148010764,18-25
24,16800,MORTGAGE,4.0,EDUCATION,A,3900,7.49,1,0.23,N,2,Low,0.23214285714285715,18-25
26,53000,MORTGAGE,1.0,EDUCATION,A,8000,7.49,0,0.15,N,3,Medium,0.1509433962264151,26-35
23,40000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,14.79,0,0.15,Y,3,Medium,0.15,18-25
22,54000,MORTGAGE,5.0,MEDICAL,B,7000,10.65,0,0.13,N,2,Medium,0.12962962962962962,18-25
21,65000,MORTGAGE,5.0,EDUCATION,A,10000,6.03,0,0.15,N,3,Medium,0.15384615384615385,18-25
24,80000,RENT,3.0,VENTURE,C,20000,13.06,0,0.25,Y,3,Medium,0.25,18-25
24,24000,RENT,0.0,VENTURE,D,7000,15.62,1,0.29,N,4,Low,0.2916666666666667,18-25
22,91800,MORTGAGE,0.0,MEDICAL,D,16800,15.62,1,0.16,Y,4,High,0.1830065359477124,18-25
24,121000,RENT,8.0,PERSONAL,A,20000,8.9,0,0.17,N,4,High,0.1652892561983471,18-25
24,50004,OWN,2.0,VENTURE,B,10000,11.12,0,0.2,N,2,Medium,0.1999840012798976,18-25
24,145000,MORTGAGE,0.0,PERSONAL,B,7000,10.99,0,0.05,N,2,High,0.04827586206896552,18-25
23,35000,MORTGAGE,7.0,MEDICAL,C,5000,12.98,1,0.14,N,2,Low,0.14285714285714285,18-25
26,55000,MORTGAGE,4.0,PERSONAL,A,10000,7.51,1,0.18,N,2,Medium,0.18181818181818182,26-35
26,83004,RENT,7.0,VENTURE,A,5450,7.9,0,0.07,N,3,Medium,0.06565948628981735,26-35
25,51000,MORTGAGE,6.0,EDUCATION,E,16750,16.4,0,0.33,N,3,Medium,0.3284313725490196,18-25
22,84600,MORTGAGE,4.0,VENTURE,A,6000,7.49,0,0.07,N,4,Medium,0.07092198581560284,18-25
26,88900,OWN,2.0,PERSONAL,B,5000,11.83,0,0.06,N,4,Medium,0.0562429696287964,26-35
25,109000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,14000,9.63,0,0.13,N,2,High,0.12844036697247707,18-25
26,60000,MORTGAGE,3.0,PERSONAL,C,30000,14.27,0,0.5,Y,3,Medium,0.5,26-35
26,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,8000,14.84,0,0.11,N,3,Medium,0.11428571428571428,26-35
22,35000,RENT,1.0,DEBTCONSOLIDATION,B,8000,9.2,0,0.23,N,4,Low,0.22857142857142856,18-25
25,72000,RENT,2.0,MEDICAL,B,10000,10.37,0,0.14,N,4,Medium,0.1388888888888889,18-25
21,31200,RENT,1.0,EDUCATION,D,6000,16.89,1,0.19,Y,4,Low,0.19230769230769232,18-25
24,65000,RENT,1.0,MEDICAL,B,6400,9.99,0,0.1,N,3,Medium,0.09846153846153846,18-25
26,51600,RENT,10.0,EDUCATION,B,14000,10.37,1,0.27,N,2,Medium,0.2713178294573643,26-35
23,70550,RENT,0.0,MEDICAL,E,14000,17.51,1,0.17,Y,2,Medium,0.19844082211197733,18-25
26,63000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,3500,7.68,0,0.06,N,4,Medium,0.05555555555555555,26-35
22,72000,MORTGAGE,3.0,EDUCATION,B,5000,10.99,0,0.07,N,3,Medium,0.06944444444444445,18-25
24,75000,MORTGAGE,4.0,PERSONAL,A,7000,7.66,0,0.09,N,3,Medium,0.09333333333333334,18-25
21,102000,RENT,5.0,VENTURE,D,10000,15.31,0,0.1,Y,3,High,0.09803921568627451,18-25
25,86004,RENT,1.0,PERSONAL,C,15000,12.53,0,0.17,N,4,Medium,0.17441049253523092,18-25
25,42000,RENT,4.0,VENTURE,A,1925,6.17,0,0.05,N,2,Medium,0.04583333333333333,18-25
23,58000,MORTGAGE,8.0,VENTURE,C,8000,13.61,0,0.14,Y,4,Medium,0.13793103448275862,18-25
25,82000,RENT,2.0,PERSONAL,A,9200,6.03,0,0.11,N,3,Medium,0.11219512195121951,18-25
22,30000,RENT,0.0,EDUCATION,C,6300,13.22,0,0.21,Y,3,Low,0.21,18-25
26,117000,MORTGAGE,4.0,VENTURE,A,14400,7.49,0,0.12,N,4,High,0.12307692307692308,26-35
26,92040,MORTGAGE,6.0,VENTURE,A,10000,7.49,0,0.11,N,3,High,0.10864841373315949,26-35
24,28800,RENT,2.0,MEDICAL,B,8875,10.99,1,0.31,N,4,Low,0.3081597222222222,18-25
25,54000,RENT,3.0,DEBTCONSOLIDATION,D,7000,15.62,1,0.13,N,3,Medium,0.12962962962962962,18-25
25,30000,OWN,4.0,EDUCATION,D,10000,14.61,0,0.33,N,3,Low,0.3333333333333333,18-25
22,28880,MORTGAGE,4.0,MEDICAL,A,2000,8.59,0,0.07,N,4,Low,0.06925207756232687,18-25
23,34000,RENT,1.0,PERSONAL,C,9500,13.48,1,0.28,Y,4,Low,0.27941176470588236,18-25
22,34560,RENT,2.0,HOMEIMPROVEMENT,E,1200,19.29,1,0.03,N,2,Low,0.034722222222222224,18-25
25,74004,RENT,2.0,VENTURE,E,20000,15.95,1,0.27,N,3,Medium,0.2702556618561159,18-25
25,57500,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12275,13.48,0,0.21,N,3,Medium,0.21347826086956523,18-25
25,120000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.08,N,2,High,0.08333333333333333,18-25
25,36000,RENT,6.0,PERSONAL,B,15000,10.99,1,0.42,N,3,Low,0.4166666666666667,18-25
24,74400,RENT,1.0,MEDICAL,A,3500,7.29,0,0.05,N,3,Medium,0.04704301075268817,18-25
24,95000,RENT,5.0,VENTURE,B,14000,10.99,0,0.15,N,4,High,0.14736842105263157,18-25
23,70000,RENT,1.0,VENTURE,A,3500,5.42,0,0.05,N,2,Medium,0.05,18-25
23,36000,RENT,4.0,MEDICAL,D,6500,17.49,1,0.18,Y,4,Low,0.18055555555555555,18-25
22,30000,RENT,2.0,VENTURE,B,3600,10.99,0,0.12,N,4,Low,0.12,18-25
22,18000,OWN,1.0,EDUCATION,D,5400,15.31,1,0.3,Y,4,Low,0.3,18-25
21,12000,RENT,3.0,VENTURE,B,1600,10.59,0,0.13,N,2,Low,0.13333333333333333,18-25
25,52000,RENT,9.0,VENTURE,C,16000,13.98,1,0.31,N,4,Medium,0.3076923076923077,18-25
25,48000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,1400,14.79,0,0.03,N,3,Medium,0.029166666666666667,18-25
24,150000,RENT,8.0,PERSONAL,B,5000,10.99,0,0.03,N,2,High,0.03333333333333333,18-25
24,101000,OWN,5.0,VENTURE,B,24250,12.53,0,0.24,N,3,High,0.2400990099009901,18-25
22,63000,RENT,2.0,VENTURE,A,5000,7.74,0,0.08,N,4,Medium,0.07936507936507936,18-25
25,80004,RENT,5.0,HOMEIMPROVEMENT,B,10000,9.62,0,0.12,N,4,Medium,0.12499375031248437,18-25
23,46000,RENT,2.0,PERSONAL,F,12800,19.41,1,0.28,Y,2,Medium,0.2782608695652174,18-25
23,42996,RENT,2.0,MEDICAL,C,6000,12.84,0,0.14,Y,3,Medium,0.13954786491766677,18-25
24,50000,MORTGAGE,2.0,EDUCATION,A,12500,9.32,0,0.25,N,3,Medium,0.25,18-25
22,91234,MORTGAGE,6.0,MEDICAL,B,12000,11.83,0,0.13,N,2,High,0.13152991209417542,18-25
22,69600,RENT,6.0,DEBTCONSOLIDATION,C,1350,12.68,0,0.02,Y,3,Medium,0.01939655172413793,18-25
22,20000,RENT,2.0,PERSONAL,B,4000,9.45,0,0.2,N,3,Low,0.2,18-25
26,14400,RENT,1.0,DEBTCONSOLIDATION,D,2000,17.49,1,0.14,Y,3,Low,0.1388888888888889,26-35
22,82000,MORTGAGE,6.0,EDUCATION,B,10750,9.25,0,0.13,N,3,Medium,0.13109756097560976,18-25
24,93000,RENT,2.0,HOMEIMPROVEMENT,B,2100,9.91,1,0.02,N,2,High,0.02258064516129032,18-25
23,75000,RENT,3.0,PERSONAL,B,10000,11.86,0,0.13,N,2,Medium,0.13333333333333333,18-25
25,56000,RENT,1.0,PERSONAL,B,6000,10.74,0,0.11,N,2,Medium,0.10714285714285714,18-25
24,52800,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.87,0,0.15,N,4,Medium,0.15151515151515152,18-25
24,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,22800,17.27,1,0.52,N,3,Medium,0.5181818181818182,18-25
